date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:50	731/731	---MC-	200	added ('OK')	text/css	date:Mon,%2012%20Aug%202024%2007:54:32%20GMT	https://fonts.googleapis.com/css2?family=Noto+Sans+JP:wght@500&family=Noto+Sans+KR:wght@500&family=Noto+Sans:wght@500&display=swap	E:/My%20Web%20Sites/Gemini/fonts.googleapis.com/css22bdc.css	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:50	38656/38656	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2007:54:32%20GMT	https://www.google.com/	E:/My%20Web%20Sites/Gemini/www.google.com/index.html	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:51	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:33%20GMT	https://waa-pa.clients6.google.com/	E:/My%20Web%20Sites/Gemini/waa-pa.clients6.google.com/index.html	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:51	1642/1642	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:34%20GMT	https://ogads-pa.clients6.google.com/	E:/My%20Web%20Sites/Gemini/ogads-pa.clients6.google.com/index.html	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:52	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:35%20GMT	https://www.googletagmanager.com/	E:/My%20Web%20Sites/Gemini/www.googletagmanager.com/index.html	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:52	291/291	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Mar%202020%2020:15:00%20GMT	http://ssl.gstatic.com/ui/v1/dialog/close-x.png	E:/My%20Web%20Sites/Gemini/ssl.gstatic.com/ui/v1/dialog/close-x.png	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:53	1642/1642	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:36%20GMT	https://gemini.google.com/gci_91f30755d6a6b787dcc2a4062e6e9824.js	E:/My%20Web%20Sites/Gemini/gemini.google.com/gci_91f30755d6a6b787dcc2a4062e6e9824.a.delayed	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:56	112/112	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2013:48:00%20GMT	https://ssl.gstatic.com/gb/images/bar/al-icon.png	E:/My%20Web%20Sites/Gemini/ssl.gstatic.com/gb/images/bar/al-icon.png	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:50:58	1297/1297	---M-Z	200	added ('OK')	text/plain	date:Wed,%2024%20Jul%202024%2007:48:00%20GMT	http://www.gstatic.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:08	2071/2071	---MCZ	200	added ('OK')	text/plain	date:Wed,%2031%20Jul%202024%2018:30:00%20GMT	https://www.google.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:08	309813/309813	---MC-	200	added ('OK')	application/javascript	date:Mon,%2012%20Aug%202024%2006:00:00%20GMT	https://www.googletagmanager.com/gtm.js?id=GTM-KKRLL9S	E:/My%20Web%20Sites/Gemini/www.googletagmanager.com/gtm6bd2.js	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:09	5482/5482	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202019%2018:30:00%20GMT	https://www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png	E:/My%20Web%20Sites/Gemini/www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png	(from https://www.google.com/)
12:51:09	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2012%20Aug%202024%2007:54:52%20GMT	https://lh3.googleusercontent.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:09	0/0	---M--	302	error ('Found')	application/binary	date:Mon,%2012%20Aug%202024%2007:54:40%20GMT	https://gemini.google.com/	E:/My%20Web%20Sites/Gemini/gemini.google.com/index.html	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:10	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:53%20GMT	https://waa-pa.clients6.google.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:10	803/803	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:54%20GMT	https://ogads-pa.clients6.google.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:11	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2007:54:54%20GMT	https://www.googletagmanager.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:12	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2012%20Aug%202024%2007:54:55%20GMT	https://fonts.googleapis.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:13	5110765/5110765	---M--	200	added ('OK')	text/javascript	date:Sat,%2010%20Aug%202024%2006:32:23%20GMT	https://www.gstatic.com/_/mss/boq-bard-web/_/js/k=boq-bard-web.BardChatUi.en.cMEGh1-lqkU.es5.O/am=BwBc_GegfDAgAwQ/d=1/excm=_b/ed=1/dg=0/wt=2/ujg=1/rs=AL3bBk0x0z3eND7M9oHZ3iUhuHefvihclA/m=_b	E:/My%20Web%20Sites/Gemini/www.gstatic.com/_/mss/boq-bard-web/_/js/k=boq-bard-web.BardChatUi.en.cMEGh1-lqkU.es5.O/am=BwBc_GegfDAgAwQ/d=1/excm=_b/ed=1/dg=0/wt=2/ujg=1/rs=AL3bBk0x0z3eND7M9oHZ3iUhuHefvihclA/m=_b	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:14	1297/1297	---M-Z	200	added ('OK')	text/plain	date:Wed,%2024%20Jul%202024%2007:48:00%20GMT	https://www.gstatic.com/robots.txt		(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:14	17780/17780	URF---	200	added ('OK%20(cached)')	image/png		https://www.gstatic.com/lamda/images/gemini_favicon_f069958c85030456e93de685481c559f160ea06b.png	E:/My%20Web%20Sites/Gemini/www.gstatic.com/lamda/images/gemini_favicon_f069958c85030456e93de685481c559f160ea06b.png	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:14	19271/19271	URF---	200	added ('OK%20(cached)')	image/png		https://www.gstatic.com/lamda/images/gemini_home_icon_8d62f72e7aae54b6859f1.png	E:/My%20Web%20Sites/Gemini/www.gstatic.com/lamda/images/gemini_home_icon_8d62f72e7aae54b6859f1.png	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:15	291/291	URF---	200	added ('OK%20(cached)')	image/png		http://ssl.gstatic.com/ui/v1/dialog/close-x.png	E:/My%20Web%20Sites/Gemini/ssl.gstatic.com/ui/v1/dialog/close-x.png	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:15	28076/28076	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:18	33516/33516	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:18	5110765/5110765	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.gstatic.com/_/mss/boq-bard-web/_/js/k=boq-bard-web.BardChatUi.en.cMEGh1-lqkU.es5.O/am=BwBc_GegfDAgAwQ/d=1/excm=_b/ed=1/dg=0/wt=2/ujg=1/rs=AL3bBk0x0z3eND7M9oHZ3iUhuHefvihclA/m=_b	E:/My%20Web%20Sites/Gemini/www.gstatic.com/_/mss/boq-bard-web/_/js/k=boq-bard-web.BardChatUi.en.cMEGh1-lqkU.es5.O/am=BwBc_GegfDAgAwQ/d=1/excm=_b/ed=1/dg=0/wt=2/ujg=1/rs=AL3bBk0x0z3eND7M9oHZ3iUhuHefvihclA/m=_b	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:18	309807/309807	UR-MCZ	200	added ('OK')	application/javascript	date:Mon,%2012%20Aug%202024%2006:00:00%20GMT	https://www.googletagmanager.com/gtm.js?id=GTM-KKRLL9S	E:/My%20Web%20Sites/Gemini/www.googletagmanager.com/gtm6bd2.js	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:18	112/112	URF---	200	added ('OK%20(cached)')	image/png		https://ssl.gstatic.com/gb/images/bar/al-icon.png	E:/My%20Web%20Sites/Gemini/ssl.gstatic.com/gb/images/bar/al-icon.png	(from https://gemini.google.com/app/7b3bc6260f6d9034?hl=en)
12:51:19	1682/1682	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2012%20Aug%202024%2007:55:02%20GMT	https://www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png	E:/My%20Web%20Sites/Gemini/www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png	(from https://www.google.com/)
12:51:19	28076/28076	URF---	200	added ('OK%20(cached)')	application/woff2		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:19	63632/63632	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:19	6912/6912	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:20	33516/33516	URF---	200	added ('OK%20(cached)')	application/woff		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_AMS-Regular.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:20	6912/6912	URF---	200	added ('OK%20(cached)')	application/woff2		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:21	7716/7716	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:21	12368/12368	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Bold.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:22	6908/6908	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Regular.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Regular.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:23	7656/7656	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Regular.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Regular.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:23	12344/12344	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Regular.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Caligraphic-Regular.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:24	11348/11348	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Bold.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Bold.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:29	13296/13296	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Bold.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Bold.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:30	19584/19584	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Bold.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Bold.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:31	11316/11316	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:31	13208/13208	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:32	13208/13208	URF---	200	added ('OK%20(cached)')	application/woff		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:32	19572/19572	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Fraktur-Regular.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:32	25324/25324	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Bold.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Bold.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:33	29912/29912	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Bold.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Bold.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:34	51336/51336	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Bold.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Bold.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:34	16780/16780	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-BoldItalic.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-BoldItalic.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:35	19412/19412	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-BoldItalic.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-BoldItalic.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:35	32968/32968	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-BoldItalic.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-BoldItalic.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:36	16988/16988	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:36	19676/19676	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:37	19676/19676	URF---	200	added ('OK%20(cached)')	application/woff		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:37	33580/33580	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Italic.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:37	26272/26272	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:38	30772/30772	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:38	26272/26272	URF---	200	added ('OK%20(cached)')	application/woff2		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:39	53580/53580	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Main-Regular.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:40	16400/16400	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-BoldItalic.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-BoldItalic.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:40	18668/18668	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-BoldItalic.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-BoldItalic.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:41	31196/31196	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-BoldItalic.ttf	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-BoldItalic.ttf	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:41	16440/16440	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-Italic.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-Italic.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:42	16440/16440	URF---	200	added ('OK%20(cached)')	application/woff2		https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-Italic.woff2	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-Italic.woff2	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
12:51:42	18748/18748	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2013:28:00%20GMT	https://www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-Italic.woff	E:/My%20Web%20Sites/Gemini/www.gstatic.com/external_hosted/katex/dist/fonts/KaTeX_Math-Italic.woff	(from https://www.gstatic.com/external_hosted/katex/dist/katex.min.css)
